Student ID,Age,Gender,High School GPA,University - Ranking,University - GPA,Field of Study,Internships Completed,Projects Completed,Certifications,Job Offers,Starting Salary,Current Job Level,Entrepreneurship
S01518,18,Female,2.92,266,2.09,Computer Science,4,9,2,4,31400,Mid,No
S02691,24,Male,3.32,109,2.96,Business,3,7,3,0,25000,Entry,No
S03144,25,Male,2.89,456,2.71,Medicine,0,8,4,4,51400,Entry,No
S03405,19,Male,2.3,255,2.48,Law,2,4,4,0,65000,Mid,No
S00077,21,Female,2.34,699,3.45,Mathematics,4,9,1,4,74400,Mid,No
S00147,24,Female,3.13,44,2.27,Arts,4,9,3,2,41700,Entry,No
S01928,27,Female,3.58,9,2.24,Business,4,9,2,5,39800,Senior,No
S03723,19,Female,3.71,685,2.64,Computer Science,0,7,0,1,41500,Entry,Yes
S04596,20,Female,2.21,712,2.2,Mathematics,2,3,1,2,25000,Senior,Yes
S04662,23,Male,2.06,171,2.33,Mathematics,1,7,2,2,62400,Mid,No
S04897,20,Female,3.99,389,3.88,Law,0,1,1,1,53800,Entry,No
S01108,25,Male,3.07,136,3.93,Business,1,5,0,1,70700,Mid,No
S01278,21,Male,3.49,222,3.28,Medicine,3,9,4,3,59500,Entry,No
S01440,24,Female,3.28,321,3.26,Mathematics,1,6,2,0,62100,Entry,Yes
S02171,25,Female,3.14,65,2.68,Engineering,2,3,0,4,77800,Entry,Yes
S02276,23,Male,3.8,644,4,Mathematics,2,5,1,4,53500,Entry,No
S02895,25,Female,2.26,68,2.38,Mathematics,2,7,4,3,70000,Entry,No
S03831,20,Male,3.23,234,2.82,Arts,2,7,3,5,98900,Entry,Yes
S04787,29,Female,2.69,823,2.33,Engineering,0,9,4,2,58900,Entry,No
S04848,24,Female,3.22,942,3.27,Law,3,0,5,2,32700,Entry,No
S01389,25,Female,2.77,386,2.5,Arts,1,9,4,1,48400,Entry,No
S02075,19,Female,4,16,3.23,Engineering,2,8,2,5,44300,Mid,No
S02194,29,Male,2.28,792,2.36,Law,3,6,1,1,90600,Mid,No
S02635,27,Male,2.87,784,2.16,Mathematics,2,8,3,0,45100,Entry,No
S03369,28,Male,3.38,783,3.26,Mathematics,3,5,1,3,49400,Mid,No
S03511,29,Female,3.93,389,2.37,Law,0,2,3,1,56700,Entry,No
S03621,21,Female,3.65,682,2.43,Medicine,0,9,5,0,43800,Mid,No
S04944,27,Male,3.4,218,2.56,Arts,0,4,0,5,47000,Mid,No
S00199,20,Male,2.34,493,2.76,Law,2,5,1,4,56500,Entry,Yes
S03691,18,Female,2.2,908,2.83,Mathematics,4,1,2,4,65600,Senior,No
S04376,27,Female,3.51,647,2.27,Medicine,3,3,2,0,47900,Entry,No
S01370,24,Female,3.57,94,2.56,Business,4,0,4,4,57000,Entry,No
S02460,27,Male,3.42,641,3.12,Mathematics,4,3,3,4,63400,Mid,No
S03328,20,Female,2.97,143,3.02,Arts,1,3,2,4,37100,Entry,No
S04000,18,Female,2.77,486,3.52,Computer Science,0,7,0,1,55900,Executive,No
S04446,28,Female,2.5,35,3.15,Computer Science,4,2,5,5,64800,Entry,No
S00370,26,Male,3.62,819,3.47,Computer Science,1,0,4,5,63000,Mid,No
S01092,28,Female,4,562,2.67,Law,4,6,2,4,72900,Mid,No
S01310,20,Male,3.47,476,3.05,Arts,1,5,5,4,40600,Entry,Yes
S01318,24,Female,3.88,186,2.96,Arts,1,4,3,5,72800,Entry,Yes
S01358,20,Female,2.39,589,3.07,Arts,4,9,3,0,57400,Mid,No
S01542,27,Female,3.98,462,2.43,Medicine,2,4,4,1,72300,Entry,No
S02783,23,Male,2.76,173,3.87,Law,3,7,2,4,61500,Entry,No
S03988,28,Male,2.58,343,2.89,Arts,0,2,0,3,48200,Entry,No
S01481,21,Male,2.73,879,3.38,Law,3,1,4,2,30600,Entry,No
S01881,27,Male,3.36,216,3.68,Mathematics,2,4,4,0,60400,Mid,No
S03117,20,Male,3.85,281,4,Mathematics,4,1,4,5,35800,Mid,No
S00631,24,Female,2.79,89,3.91,Medicine,2,7,5,3,56700,Entry,No
S00952,26,Male,3.27,554,2.56,Medicine,1,4,0,2,68600,Entry,No
S01031,29,Male,3.39,991,3.54,Medicine,2,3,0,4,70700,Executive,No
S02953,28,Male,3.79,712,3.48,Law,1,3,2,1,32700,Senior,Yes
S04454,28,Male,2.11,1000,2.07,Arts,1,7,4,4,54400,Senior,Yes
S04901,20,Male,2.01,631,3.41,Computer Science,0,6,0,2,65300,Entry,No
S00024,19,Female,2.88,201,3.36,Medicine,3,0,3,2,48100,Mid,No
S01238,20,Female,3.55,824,3.97,Law,0,0,2,4,33800,Executive,Yes
S02079,28,Female,3.63,714,3.73,Medicine,2,8,3,2,52400,Entry,Yes
S02537,20,Female,3.15,539,3.06,Engineering,4,5,4,4,51600,Entry,No
S03379,25,Female,3.07,944,2.26,Law,4,9,1,2,74000,Entry,No
S03529,18,Female,2.33,374,3.3,Law,4,2,3,4,64500,Entry,No
S03920,19,Female,2.66,244,2.29,Engineering,1,6,2,2,63500,Mid,No
S00810,20,Female,3.43,405,3.69,Computer Science,3,4,1,4,43700,Entry,Yes
S02454,29,Female,3.3,513,3.38,Engineering,2,9,4,4,78300,Entry,No
S03104,19,Female,2.84,968,3.01,Mathematics,2,1,3,4,47000,Entry,No
S03170,21,Female,3.72,953,3.97,Mathematics,4,2,3,3,53600,Entry,No
S04918,18,Male,3.33,939,2.82,Mathematics,1,3,3,0,27200,Executive,Yes
S00714,21,Male,2.1,146,3.74,Law,1,3,1,3,25000,Mid,No
S01827,20,Female,2.99,749,2.33,Computer Science,0,2,1,1,70800,Entry,No
S02068,26,Male,2.73,453,3.7,Medicine,2,8,2,3,30300,Entry,No
S02126,28,Female,3.68,721,2.71,Arts,1,5,5,5,46500,Entry,No
S02976,20,Female,2.6,133,3.54,Business,2,8,5,5,66300,Mid,No
S03182,29,Female,2.78,98,2.57,Engineering,1,6,5,4,49100,Mid,Yes
S04540,21,Female,2.54,399,3.91,Arts,4,1,1,0,51400,Entry,Yes
S02789,18,Female,2.9,6,2.82,Mathematics,1,3,0,4,45500,Mid,No
S02940,18,Female,2.56,114,3.06,Law,4,0,0,1,32500,Entry,No
S03759,29,Female,2.25,928,2.65,Mathematics,4,3,2,5,25000,Mid,No
S04366,19,Male,2.69,280,3.65,Arts,4,6,0,1,35400,Mid,No
S04983,25,Female,3.24,131,2.35,Mathematics,4,9,0,3,49300,Entry,No
S04182,27,Male,3.71,347,3.39,Law,2,4,3,2,45800,Senior,No
S00126,29,Female,2.62,718,3.21,Mathematics,1,0,5,4,41100,Entry,No
S02092,24,Female,3.08,12,2.37,Business,3,0,1,4,49700,Entry,No
S03001,29,Female,2.87,635,2.58,Arts,3,2,2,5,41000,Mid,Yes
S03331,21,Male,3.86,448,3.38,Law,2,3,1,1,48400,Mid,No
S03881,25,Male,2.56,263,3.99,Engineering,3,9,4,3,50800,Senior,No
S00568,21,Female,3.13,259,3.83,Engineering,1,9,3,1,44700,Executive,No
S02170,24,Male,3.05,472,2.32,Medicine,0,1,0,5,53100,Mid,No
S02810,28,Female,3.31,459,2.56,Business,0,2,3,1,44700,Senior,No
S03401,26,Female,2.26,505,2.25,Business,2,3,4,2,52700,Mid,No
S03720,18,Female,2.14,513,2.29,Business,4,7,2,3,39400,Entry,No
S03893,20,Female,3.88,806,3.83,Mathematics,2,7,4,3,35400,Entry,No
S04704,19,Female,2.74,465,3.92,Mathematics,1,9,3,0,54400,Mid,No
S04992,25,Female,2.23,197,2.51,Mathematics,1,2,2,1,65100,Entry,No
S00186,26,Female,3.53,586,3.39,Computer Science,4,2,4,3,82200,Entry,No
S04028,19,Female,2.23,165,3.17,Computer Science,2,2,2,5,42200,Entry,No
S04198,22,Female,3.08,672,2.11,Arts,4,6,3,3,43300,Mid,No
S00069,21,Male,3.24,913,2.68,Law,1,9,0,2,40400,Entry,No
S00813,18,Male,3.08,837,2.08,Arts,3,6,5,5,31100,Entry,No
S01630,21,Female,3.79,237,2.82,Arts,2,3,0,0,52300,Entry,Yes
S02084,20,Male,3.72,439,3.96,Business,1,0,1,0,36800,Entry,No
S02291,21,Male,3.55,819,3.84,Law,2,7,5,3,37700,Mid,No
S02677,26,Male,3.88,497,2.82,Engineering,3,8,3,3,41900,Entry,No
S02678,26,Male,3.47,892,2.31,Medicine,2,8,3,3,59600,Entry,Yes
S03133,28,Female,3.96,815,2.19,Medicine,1,2,3,4,44200,Entry,No
S03793,25,Female,2.27,367,2.48,Law,4,4,4,2,71000,Mid,No
S04327,21,Female,2.72,957,2.6,Medicine,1,4,5,5,27200,Mid,Yes
S04470,21,Female,2.72,205,3.24,Arts,3,1,4,4,64200,Mid,No
S04966,26,Male,3.92,412,3.26,Law,1,1,4,1,60200,Executive,No
S01057,24,Male,3.67,331,2.07,Law,0,5,1,4,33100,Entry,No
S01225,24,Female,2.15,351,3.49,Computer Science,4,6,2,1,53500,Mid,No
S02671,22,Female,2.78,863,2.25,Arts,2,4,0,4,33100,Senior,No
S03886,22,Female,3.43,663,2.16,Business,1,3,0,5,49200,Executive,Yes
S04548,22,Female,3.77,329,2.97,Law,0,2,4,2,33000,Entry,No
S04698,26,Male,3.74,901,3.68,Law,3,2,3,0,38800,Entry,No
S00072,21,Female,2.87,291,2.29,Law,2,8,4,4,34300,Entry,No
S00724,24,Female,2.61,352,3.67,Business,0,9,1,5,42500,Entry,No
S01895,23,Male,2.45,42,2.78,Law,1,1,2,4,76300,Mid,Yes
S02234,24,Female,2.11,707,2.8,Computer Science,2,9,5,0,26500,Mid,No
S02334,23,Male,2.74,748,2.59,Engineering,1,7,4,1,35300,Mid,Yes
S02335,23,Male,2.73,786,2.64,Computer Science,0,9,2,5,53900,Mid,No
S03350,26,Female,3.63,868,3.94,Business,1,1,4,4,62800,Mid,No
S03389,28,Female,2.66,257,3.99,Arts,2,6,3,3,58400,Entry,No
S03590,20,Female,2.8,863,3.23,Arts,1,3,3,2,69400,Mid,No
S03596,29,Female,2.59,894,2.72,Mathematics,2,4,3,2,63500,Entry,No
S03421,20,Female,2.24,19,2.67,Business,4,8,0,1,35100,Mid,No
S03599,20,Male,3.38,816,3.03,Medicine,2,0,3,4,25000,Mid,No
S03658,28,Female,3.91,815,3.95,Arts,4,8,5,0,57500,Entry,Yes
S04272,29,Female,3.62,470,3.99,Engineering,3,4,0,5,49900,Senior,No
S04878,22,Female,2.84,999,2.05,Medicine,0,3,3,4,68300,Senior,No
S00375,20,Female,2.12,683,3.45,Mathematics,2,5,4,5,50600,Entry,No
S00563,27,Male,3.72,209,2.85,Law,4,6,3,2,42900,Entry,No
S00999,23,Male,3.89,454,2.46,Law,2,4,5,3,37300,Entry,No
S01249,28,Female,2.94,836,2.43,Mathematics,0,2,0,1,53200,Mid,No
S02177,23,Male,2.59,384,3.35,Medicine,3,1,3,1,52300,Entry,No
S02410,25,Female,2.23,341,3.09,Law,4,2,4,3,54400,Mid,Yes
S02491,23,Male,3.57,899,2.84,Arts,2,9,0,2,74300,Entry,No
S02699,29,Female,2.51,214,3.39,Computer Science,3,3,4,2,47800,Entry,No
S03183,19,Female,3.12,57,3.13,Engineering,2,7,0,2,54900,Entry,No
S03932,18,Male,3.95,796,2.85,Mathematics,4,2,1,2,40000,Entry,No
S04189,28,Female,2.45,714,2.08,Law,2,6,5,4,61700,Entry,No
S04911,20,Male,3.35,36,2.14,Law,3,9,5,5,38900,Mid,No
S01574,22,Male,2.42,53,3.2,Law,4,8,4,1,31300,Mid,No
S02431,25,Female,2.73,881,3.61,Law,2,1,1,2,59700,Entry,No
S02606,18,Female,2.82,199,3.18,Mathematics,3,9,0,1,63600,Entry,No
S04904,26,Male,3.65,825,2.54,Business,1,4,4,1,71800,Senior,No
S04926,19,Female,2.47,833,3.02,Engineering,1,9,0,0,61700,Mid,No
S04996,26,Female,2.44,776,2.44,Arts,3,7,3,5,31500,Mid,No
S00065,29,Female,3.03,1000,2.99,Engineering,3,7,3,4,35000,Entry,No
S00771,18,Male,3.77,571,3.73,Medicine,2,6,5,3,52100,Entry,No
S02315,24,Male,2.78,560,2.21,Medicine,2,3,0,4,50700,Mid,Yes
S02851,28,Female,2.04,293,2.79,Engineering,0,3,2,3,33000,Entry,No
S03775,25,Female,2.81,706,2.24,Arts,3,6,4,5,58400,Entry,No
S04031,25,Male,3.23,29,3.71,Medicine,1,8,5,1,58900,Entry,No
S04337,18,Male,3.44,447,3.34,Computer Science,1,2,1,3,78300,Mid,No
S04691,18,Female,3.82,884,3.28,Engineering,2,2,0,5,33800,Entry,No
S00100,18,Female,3.91,512,3.5,Engineering,4,3,3,2,51600,Mid,No
S01046,22,Male,4,828,2.14,Computer Science,3,7,3,0,47900,Entry,No
S01153,28,Female,2.29,690,2.24,Mathematics,1,8,4,0,44200,Entry,No
S01727,27,Male,3.82,992,3.97,Business,1,7,1,3,51500,Entry,No
S02610,21,Male,2.46,89,2.07,Mathematics,4,8,4,3,60800,Mid,No
S04616,19,Male,3,967,3.62,Law,1,3,2,1,63400,Entry,No
S00798,22,Male,2.17,863,2.84,Medicine,1,9,4,1,52000,Entry,Yes
S01538,28,Male,2.49,89,2.52,Law,0,5,1,3,72000,Entry,No
S03613,18,Male,2.41,359,2.31,Business,4,3,2,3,59200,Entry,No
S03914,25,Female,3.97,455,3.03,Mathematics,4,1,2,3,57500,Entry,No
S04664,28,Male,2.4,250,3.52,Law,0,1,3,4,40800,Mid,No
S00643,29,Male,3.73,555,2.62,Law,4,1,0,4,25500,Mid,Yes
S00784,18,Female,3.51,993,3.57,Engineering,3,7,1,2,27700,Senior,No
S00929,20,Male,2.77,638,2.64,Engineering,1,6,1,5,62300,Entry,No
S00357,22,Male,3.07,423,2.14,Arts,2,7,2,1,43700,Senior,No
S02210,26,Male,2.55,331,2.11,Medicine,2,5,3,0,43200,Mid,Yes
S02521,21,Female,2.99,310,3.41,Engineering,1,4,1,1,53100,Senior,Yes
S03508,25,Male,2.1,157,3.51,Medicine,2,8,4,1,28000,Entry,No
S04340,19,Male,3.49,427,2.86,Engineering,4,3,0,3,54400,Senior,No
S01764,19,Male,2.46,816,2.5,Mathematics,4,0,4,2,60100,Mid,No
S02545,27,Female,2.26,165,3.42,Mathematics,2,7,2,1,59900,Mid,No
S03600,20,Male,2.24,68,3.46,Law,1,9,5,2,31900,Entry,No
S03832,18,Male,2.55,375,2.29,Engineering,0,8,4,1,48300,Senior,No
S00720,22,Male,3.32,671,2.44,Business,4,0,1,4,25000,Entry,No
S01243,23,Male,2.7,976,2.9,Arts,4,2,4,0,50300,Executive,No
S01586,26,Female,3.35,392,2.49,Arts,4,4,2,4,37100,Senior,No
S01825,21,Female,2.15,499,3.51,Arts,0,8,2,3,39700,Mid,Yes
S02193,18,Female,2.47,542,2.03,Law,3,7,2,0,47300,Mid,No
S02929,23,Female,2.53,145,3.03,Mathematics,2,4,4,2,75300,Entry,No
S03845,20,Female,2.95,430,3.91,Law,2,4,5,2,48200,Entry,No
S03880,24,Female,2.21,973,2.04,Mathematics,1,1,3,4,34700,Mid,No
S00926,18,Female,3.85,742,3.59,Law,4,8,0,1,42100,Entry,No
S01303,23,Female,2.34,397,2.63,Law,2,1,0,2,32000,Mid,No
S01653,20,Male,2.77,291,3.15,Engineering,0,9,2,4,73900,Entry,No
S01967,19,Male,2.94,176,3.27,Arts,4,1,1,4,46100,Entry,No
S02446,23,Female,3.16,699,2.98,Medicine,1,3,2,3,52000,Entry,Yes
S00093,25,Female,3.92,428,3.03,Arts,4,0,3,2,80600,Entry,No
S00682,20,Female,3.3,27,2.09,Medicine,4,3,4,3,48400,Executive,Yes
S00690,24,Female,3.18,361,3.86,Business,0,6,3,4,40100,Entry,No
S01077,29,Male,3.39,259,2.68,Business,3,1,1,1,74100,Entry,No
S01790,21,Male,2.45,477,2.55,Computer Science,3,6,4,5,47100,Entry,No
S02103,21,Female,2.32,392,3.11,Arts,3,3,1,0,31100,Entry,Yes
S04130,20,Female,3.29,901,3.65,Arts,4,7,5,5,61500,Entry,No
S04927,19,Male,2.82,899,3.13,Arts,1,7,4,4,36200,Entry,No
S00809,18,Female,2.45,633,2.16,Business,2,2,0,1,34100,Entry,No
S02497,19,Male,2.82,937,2.78,Law,4,3,5,0,91000,Entry,No
S03013,23,Female,2.93,971,3.76,Mathematics,1,2,1,5,65800,Mid,No
S04129,25,Female,2.53,336,3.62,Engineering,4,1,1,3,50300,Entry,No
S01944,24,Female,2.64,659,2.65,Arts,3,4,3,3,37700,Entry,No
S03756,21,Male,3.02,655,2.36,Engineering,4,6,3,0,54400,Entry,No
S04112,28,Male,3.76,948,2.55,Arts,3,4,2,3,41000,Mid,Yes
S04172,18,Male,3.36,902,3.51,Medicine,3,2,3,0,50800,Entry,No
S04370,20,Male,2.21,737,2.03,Law,1,1,3,1,50800,Entry,No
S04826,19,Male,2.04,58,3.29,Mathematics,3,2,0,1,56900,Mid,No
S00332,21,Male,2.44,944,3.88,Computer Science,2,5,4,3,64100,Mid,No
S00924,27,Female,2.53,88,3.25,Medicine,0,0,3,5,50500,Entry,No
S01554,20,Male,3.15,668,3.74,Business,2,1,5,3,59100,Mid,No
S02013,20,Female,3.91,599,2,Mathematics,0,3,2,3,55000,Entry,No
S02120,25,Male,3.12,948,3.4,Law,0,9,4,5,45000,Entry,Yes
S03284,25,Male,3.43,396,3.71,Arts,1,4,0,0,45500,Entry,Yes
S03305,21,Female,2.76,239,3.81,Arts,2,2,3,3,36600,Mid,No
S03419,25,Male,2.51,833,2.15,Business,3,8,0,3,29300,Entry,No
S03625,18,Female,2.59,128,2.15,Arts,2,5,1,1,61100,Senior,No
S03797,18,Female,2.35,179,2.93,Arts,0,7,5,3,27300,Entry,No
S04073,29,Male,2.74,878,3.83,Arts,4,4,2,2,57800,Mid,No
S04431,26,Female,2.44,111,2.04,Computer Science,2,8,0,1,49000,Entry,No
S04563,18,Male,3.04,346,2.12,Business,0,6,2,2,41500,Entry,No
S00886,25,Female,3.44,528,3.16,Medicine,3,5,0,3,35500,Entry,No
S01169,20,Female,3.02,71,2.34,Medicine,4,2,5,1,50300,Senior,No
S04301,26,Female,2.55,939,2.86,Arts,1,0,4,2,25000,Entry,No
S00172,23,Female,2.56,169,2.01,Business,3,3,1,0,41500,Entry,No
S01947,19,Female,2.32,593,3.61,Mathematics,1,7,5,4,48500,Senior,No
S01968,29,Male,2.8,409,3.33,Arts,3,8,2,1,57100,Mid,No
S03244,29,Male,2.96,651,3.48,Engineering,3,6,4,1,60100,Entry,No
S00590,25,Male,2.2,318,3.39,Arts,1,4,5,2,29300,Entry,No
S00677,28,Male,2.66,810,3.61,Engineering,2,5,0,3,27700,Mid,No
S01674,18,Female,2.12,547,3.24,Law,1,7,2,2,79600,Mid,Yes
S01958,26,Female,3,362,3.74,Law,0,2,5,0,53700,Mid,No
S02248,20,Male,3.73,625,2.46,Mathematics,0,1,0,0,47100,Entry,No
S02939,21,Female,2.92,693,2.61,Engineering,4,4,4,5,32100,Entry,No
S03739,23,Female,3.11,721,2.16,Business,2,6,0,3,71600,Senior,No
S04359,25,Male,3.08,231,2.66,Law,4,4,4,4,42300,Mid,No
S00670,21,Male,2.13,912,3.23,Mathematics,1,8,4,1,53200,Senior,No
S01408,19,Male,2.9,892,2.44,Mathematics,2,7,2,0,60300,Senior,No
S01767,29,Male,3.36,124,2.55,Law,4,7,5,5,40100,Entry,No
S02393,20,Female,3.91,23,3.25,Arts,0,0,5,3,44600,Mid,No
S02641,18,Male,3.24,110,2.17,Business,1,0,4,1,71500,Senior,No
S03482,27,Female,3.12,696,2.12,Engineering,3,3,0,5,57900,Senior,Yes
S03715,20,Female,2.42,733,3.46,Law,0,6,2,3,25000,Senior,No
S04530,23,Male,2.22,88,2.76,Arts,4,5,5,5,50300,Executive,No
S04591,21,Male,3.32,518,2.26,Business,3,1,5,4,71200,Entry,No
S00518,21,Female,2.71,689,3.42,Business,1,8,0,0,43600,Senior,No
S01301,18,Male,2.04,745,3.56,Medicine,3,7,4,5,30800,Entry,No
S01307,25,Female,3.63,743,2.74,Engineering,1,3,4,4,51400,Entry,No
S02078,18,Male,3.03,715,2.95,Medicine,1,6,5,4,69000,Mid,No
S03495,28,Male,2.94,477,3.59,Business,1,8,0,0,46000,Entry,No
S03588,19,Male,2.6,693,3.52,Computer Science,1,4,4,5,55800,Mid,No
S03806,19,Male,3.7,402,3.28,Engineering,0,8,1,3,68200,Senior,Yes
S04571,23,Female,3.43,860,3.5,Medicine,1,5,4,5,41500,Mid,No
S01205,29,Female,2.76,240,2.76,Engineering,3,6,5,2,68700,Senior,No
S01984,19,Female,3.66,743,3.1,Business,2,1,3,2,61500,Entry,No
S02900,21,Male,3.88,892,2.01,Engineering,0,0,3,4,55000,Mid,No
S03975,28,Male,2.66,301,2.13,Computer Science,3,8,3,2,74900,Senior,No
S04669,21,Male,3.25,494,2.67,Business,0,0,0,1,46500,Mid,No
S04905,27,Female,3.01,72,2.01,Law,3,6,3,1,60200,Senior,Yes
S00517,19,Male,3.17,946,2.23,Business,4,8,0,0,46300,Mid,No
S01036,21,Male,2.42,74,3.95,Engineering,4,6,1,2,34200,Mid,No
S02969,23,Male,3.87,92,3.94,Engineering,2,5,3,3,69200,Mid,No
S03181,23,Female,3.21,318,3.56,Computer Science,0,5,2,1,39100,Executive,Yes
S04079,21,Female,3.05,651,2.59,Law,0,4,0,5,40200,Entry,No
S04550,24,Male,3.03,511,2.85,Arts,0,0,0,4,71400,Entry,No
S00920,23,Male,2.25,130,2.45,Engineering,3,6,4,5,25000,Entry,No
S01011,21,Male,2.53,786,2.98,Mathematics,2,9,3,5,77800,Entry,No
S02658,22,Male,3.4,35,3.55,Mathematics,2,2,4,5,82400,Entry,No
S02847,25,Female,2.94,928,2.32,Mathematics,3,0,3,0,56200,Entry,No
S04141,25,Female,3.67,517,2.3,Mathematics,2,0,1,5,36500,Mid,Yes
S04433,20,Male,3.26,695,3.78,Law,1,5,4,3,58700,Mid,No
S04638,28,Female,2.11,996,3.08,Law,3,6,3,0,26800,Mid,No
S00312,25,Male,3.82,969,2.97,Mathematics,1,7,4,5,37300,Mid,No
S00718,18,Female,3.63,965,3.2,Mathematics,3,5,0,1,58500,Mid,No
S00824,20,Female,3.79,227,2.72,Arts,4,5,5,0,57000,Entry,No
S01099,22,Male,2.98,694,3.03,Engineering,0,3,4,5,25000,Entry,No
S02273,21,Female,2.59,568,2.71,Mathematics,2,7,2,3,44000,Entry,Yes
S02347,25,Male,3.78,274,2.81,Medicine,1,4,0,3,41900,Senior,No
S03123,27,Male,3.88,801,2,Medicine,0,3,0,3,59100,Entry,No
S03661,28,Female,3.94,631,2.9,Arts,3,8,4,3,42700,Executive,No
S04450,28,Female,2.74,723,3.6,Medicine,0,6,0,3,42300,Senior,No
S00941,20,Female,2.67,190,2.82,Mathematics,4,9,4,4,56900,Entry,No
S01330,25,Female,2.77,569,3.85,Law,1,4,1,1,57300,Mid,No
S02596,26,Male,2.31,242,2.89,Arts,4,8,4,5,40200,Executive,Yes
S02626,23,Female,2.43,533,3.8,Law,3,4,5,5,65400,Entry,No
S02849,27,Female,3.72,685,3.76,Law,1,4,4,5,53500,Senior,No
S03472,25,Female,2.22,361,3.18,Mathematics,4,6,3,3,25000,Entry,No
S03778,28,Female,3.1,304,3.11,Mathematics,4,1,5,2,55500,Executive,Yes
S04118,26,Male,3.15,993,3.43,Mathematics,1,6,3,3,32300,Senior,No
S04452,26,Female,2.27,998,2.7,Engineering,0,1,3,1,36700,Mid,No
S00412,25,Female,2.58,414,2.26,Medicine,2,2,2,2,44000,Mid,Yes
S00536,19,Male,2.08,258,2.3,Medicine,4,8,2,1,37800,Mid,No
S01599,20,Male,3.66,849,3.33,Computer Science,2,7,0,1,30700,Mid,Yes
S02254,25,Female,3.17,745,2.59,Law,3,0,4,4,49100,Mid,No
S02487,24,Male,2.44,314,2.49,Engineering,3,9,5,4,45100,Entry,No
S02592,20,Female,2.18,379,3.05,Business,3,5,3,3,43200,Entry,No
S04646,23,Male,2.62,309,3.14,Medicine,1,6,4,0,25000,Entry,No
S00948,27,Male,2.9,364,2.33,Law,1,4,0,0,46800,Entry,Yes
S01411,28,Male,2.38,816,2.29,Arts,0,2,2,4,42400,Mid,No
S02590,26,Male,2.16,337,3.78,Engineering,4,3,4,2,73300,Mid,No
S03307,29,Male,2.7,688,2.02,Mathematics,1,4,4,2,76000,Entry,No
S03684,21,Female,2.21,891,3.66,Business,1,6,4,1,55300,Mid,No
S04346,25,Female,2.82,797,2.62,Computer Science,4,4,3,2,39000,Entry,No
S04656,20,Female,3.41,408,3.43,Law,3,1,5,0,42900,Entry,No
S00510,22,Male,2.25,134,3.46,Engineering,3,9,2,2,62900,Mid,No
S01567,18,Male,2.86,888,3.1,Engineering,4,7,4,1,77900,Senior,Yes
S03928,26,Male,2.16,310,2.98,Medicine,3,8,1,0,59100,Senior,No
S04410,25,Female,2.66,659,3.38,Engineering,4,7,1,3,45100,Mid,Yes
S04631,19,Female,2.9,673,3.28,Computer Science,1,3,2,5,86200,Entry,No
S00621,20,Female,3.05,542,3.66,Engineering,2,5,5,1,53800,Mid,No
S00940,25,Male,3.38,701,3.83,Law,0,8,4,0,76700,Executive,No
S01877,29,Female,3.53,151,3.55,Mathematics,3,2,3,2,30400,Mid,No
S02587,28,Female,2.11,988,2.89,Business,3,1,0,1,28600,Entry,No
S02822,25,Male,2.41,815,2.25,Law,1,0,5,1,59500,Entry,No
S03071,26,Female,3.87,863,3.1,Mathematics,3,6,2,2,67100,Entry,No
S03281,19,Female,2.22,663,2.8,Arts,1,2,0,4,41400,Entry,No
S02752,26,Female,2.27,779,3.84,Mathematics,3,9,0,2,59500,Senior,No
S03138,27,Male,3.86,951,3.38,Medicine,1,9,3,5,72300,Mid,No
S03491,18,Female,3.64,590,3.64,Arts,0,3,4,0,59400,Entry,Yes
S03652,25,Male,2.26,712,3.01,Law,1,9,0,1,90900,Entry,No
S00411,26,Male,3.61,30,2.21,Mathematics,2,5,0,1,32100,Senior,No
S01093,26,Female,2.47,289,2.45,Mathematics,3,2,2,4,54300,Mid,No
S02469,24,Male,2.96,316,3.97,Law,3,1,1,2,42100,Entry,Yes
S02589,25,Female,3.64,167,2.68,Medicine,1,7,1,1,52600,Mid,No
S00142,20,Female,2.41,487,3.82,Mathematics,1,5,5,2,56900,Senior,No
S00840,20,Female,3.23,954,2.44,Engineering,0,9,0,1,80000,Mid,No
S02011,29,Male,3.95,898,2.26,Business,1,5,5,2,46200,Entry,No
S04424,21,Female,3.81,171,2.51,Computer Science,3,4,5,5,47500,Entry,No
S00322,19,Male,2.36,953,3.79,Medicine,0,3,5,3,42700,Senior,No
S01845,28,Male,3.25,473,3.32,Mathematics,4,1,3,2,52600,Entry,No
S03059,20,Female,3.5,566,2.78,Engineering,0,9,5,1,43900,Entry,Yes
S03743,19,Female,3.69,269,2.74,Mathematics,3,4,2,4,63600,Entry,No
S04157,27,Female,2.45,411,2.24,Business,1,3,0,1,66600,Entry,No
S04681,25,Male,2.37,329,3.04,Arts,3,9,2,0,58500,Mid,Yes
S01091,25,Male,3.9,546,2.45,Engineering,0,1,2,0,73300,Senior,No
S01143,18,Male,2.48,302,3.2,Engineering,3,8,1,2,61700,Mid,No
S02266,27,Male,3.41,917,3.68,Business,3,3,1,5,41500,Entry,No
S03820,25,Female,3.52,946,2.11,Mathematics,0,3,4,3,68100,Entry,No
S04354,29,Female,2.91,523,2.64,Medicine,3,6,3,4,62100,Mid,No
S04362,21,Female,3.21,57,2.94,Medicine,2,2,0,5,34800,Senior,No
S00496,23,Female,2.81,51,2.85,Law,2,1,1,2,69900,Entry,No
S00937,19,Male,2.04,682,2.08,Medicine,2,5,3,5,72700,Executive,No
